url
https://www.sciencedirect.com/science/article/pii/S2666603022000136
https://www.sciencedirect.com/science/article/pii/S0747563220303034
https://www.sciencedirect.com/science/article/pii/S1062145805011128
https://www.sciencedirect.com/science/article/pii/S0003497515010887
